nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,frame_no,frame_width,frame_height
168.35452,209.48679,0.0,0.0,166.30309,190.76422,0.0,0.0,123.55188,183.28357,102.51179,268.34143,59.74031,274.93036,103.07741,420.207,81.67746,428.45493,144.30624,426.16022,167.39017,386.84717,103.190216,503.90753,56.96695,517.8271,200.39297,673.17206,61.369125,716.52344,190.04051,829.3158,0.0,908.7965,3,720,1280
593.0628,429.9887,598.2003,426.08014,590.34753,425.8199,606.7243,429.1877,0.0,0.0,619.4521,452.54337,579.5237,455.4822,633.95966,474.2443,571.5662,484.10098,617.6229,474.62695,571.76434,497.1356,611.50635,512.7605,585.0135,513.3697,617.176,557.486,584.64685,557.41473,621.60364,596.30457,589.86035,595.0368,3,720,1280
459.864,449.8448,470.4065,437.60568,450.74597,440.10803,498.9536,434.27277,0.0,0.0,551.4679,474.59158,447.24042,484.1956,574.7135,507.32623,404.2807,517.3262,507.10913,490.1449,368.59137,528.98816,580.0537,605.26953,500.88892,603.8713,611.6387,682.8933,444.9107,665.89124,666.18225,784.26886,448.3987,757.10815,4,720,1280
175.27774,195.8941,0.0,0.0,171.57648,176.8157,0.0,0.0,122.50226,172.51157,99.741,263.49658,63.199417,277.40665,117.70181,411.10266,98.54304,435.40305,163.67123,392.06207,178.58325,371.34885,101.77724,514.7013,57.969505,534.5528,210.00917,665.802,69.16042,729.35406,205.13475,826.6057,3.8776932,936.58496,4,720,1280
596.20166,428.97775,600.98865,425.03183,592.853,424.8236,608.87177,428.10907,0.0,0.0,621.4956,452.4189,580.03174,455.30807,638.4823,474.817,573.4141,484.53207,615.7846,471.27402,576.7618,492.30356,610.99146,519.2415,584.14386,519.9582,617.7628,561.3215,592.7719,561.6455,618.01746,610.8225,600.86786,610.32166,4,720,1280
500.8659,444.2547,511.23737,432.8193,493.52448,434.3708,542.46497,428.58844,0.0,0.0,585.45526,468.52997,497.45685,468.8614,591.30756,517.65375,450.7351,512.3469,526.18524,494.64383,402.5926,534.16,598.4062,598.0723,526.57935,592.9232,638.09204,680.2931,471.25183,665.7186,680.40247,778.4159,443.12378,761.8873,5,720,1280
177.81717,225.39642,0.0,0.0,172.94475,209.84283,0.0,0.0,135.05775,207.77213,119.44858,281.68875,80.11563,299.8748,131.43108,411.30484,85.842735,447.60507,170.91489,408.25128,193.9416,431.56555,116.71588,529.26154,73.28237,551.7794,217.39815,684.08093,71.80963,756.525,230.7992,824.06885,4.3474426,941.4077,5,720,1280
523.56866,436.70908,534.83484,426.1062,515.5241,426.01196,564.4454,425.8484,0.0,0.0,603.13824,469.9434,512.9078,468.7245,603.91376,516.4244,466.8697,512.2976,532.261,486.98438,424.38766,527.00336,613.8184,597.87244,540.5127,591.7545,656.3147,680.1375,484.23767,664.58276,682.49133,779.64734,444.03973,763.86896,6,720,1280
188.41574,237.76062,0.0,0.0,183.07368,222.60077,0.0,0.0,140.99817,222.00873,118.97586,293.88275,91.8853,314.69446,135.61757,420.04025,111.88086,454.91455,178.53139,409.1351,207.13098,428.53867,117.48045,539.77655,80.17008,563.1889,221.12283,689.30505,76.90479,764.73004,243.582,826.1778,8.109924,947.7551,6,720,1280
539.7516,435.3605,550.484,424.08533,531.4221,424.09372,585.2473,422.33105,0.0,0.0,625.53815,470.27164,539.98334,459.97083,617.0019,522.11566,491.03986,494.7531,546.6946,493.1235,450.39536,518.3056,631.95667,591.5902,562.35315,579.5129,667.919,681.82117,505.88098,654.70605,681.84094,784.39075,449.66672,752.5736,7,720,1280
195.00052,241.36774,0.0,0.0,187.98573,226.09973,0.0,0.0,135.04666,230.88211,123.91202,318.1233,94.088,330.17493,152.97021,458.92456,142.26254,468.42798,190.721,443.66135,216.61653,429.41064,132.67773,555.54315,91.65481,574.1489,228.95375,707.3843,82.68853,774.44727,250.3927,836.55566,16.578339,948.30304,7,720,1280
561.704,430.83658,571.54083,419.43826,552.6141,419.80197,604.0305,417.77734,0.0,0.0,646.7357,467.51294,559.5678,457.26086,638.27454,522.9932,504.47412,489.34515,563.273,499.07693,461.6374,509.3896,653.46704,588.1542,585.01215,575.48364,676.2011,678.6659,528.1421,650.8678,680.0384,781.77985,470.63403,747.63745,8,720,1280
198.97888,263.1396,0.0,0.0,193.59335,247.36227,0.0,0.0,139.69225,246.4921,124.599625,331.66904,101.66561,339.35007,158.51291,483.43884,167.49141,468.93628,197.1392,476.1612,228.01076,406.06427,138.03317,566.9857,100.04506,583.51544,237.66724,723.2798,84.82879,788.4436,253.7709,844.92365,11.680527,957.04016,8,720,1280
574.0218,424.67114,585.3214,413.51248,565.4663,413.10645,619.6367,413.00098,0.0,0.0,660.5495,464.09244,572.55334,447.2206,654.81366,524.32294,518.8055,475.00748,587.648,513.3121,471.13412,500.8216,666.56354,581.3238,596.8284,567.2665,692.4327,676.07623,539.25104,648.68646,700.0951,778.2334,484.84906,748.6279,9,720,1280
209.09448,269.71686,0.0,0.0,202.50691,253.83755,0.0,0.0,146.5986,253.95798,129.95334,340.64255,106.790985,349.1044,162.60016,495.5691,170.22841,478.36533,208.29633,489.6084,251.2987,412.99002,142.61502,580.57117,106.02579,598.4957,244.80676,729.72797,101.52281,796.43225,248.52283,852.1559,18.50795,963.1113,9,720,1280
593.54724,416.89914,605.4466,406.25885,584.09766,404.89343,636.87103,405.9016,0.0,0.0,680.2169,459.34384,580.6598,441.4489,683.2461,524.10846,526.44745,466.21735,618.3319,531.1611,476.40546,490.33746,682.88983,581.147,609.93854,565.809,698.577,679.3912,558.1566,644.246,702.4082,782.5572,522.348,739.59625,10,720,1280
208.17465,280.64297,0.0,0.0,202.62186,265.5311,0.0,0.0,156.00032,266.4236,132.0354,339.77548,110.21347,359.9529,164.90918,468.3643,144.5055,494.8777,224.0693,463.98386,250.31543,456.39517,143.84384,582.48517,110.33383,604.6667,249.86621,726.25183,106.60751,791.2642,257.91537,852.18384,18.036972,951.6494,10,720,1280
605.921,412.25375,619.03296,401.04337,597.3594,398.29187,654.25635,399.17822,0.0,0.0,699.1286,461.44275,595.9338,428.08768,704.96606,540.53326,535.3961,444.04297,664.26044,547.70465,479.84805,468.27283,701.1883,585.912,630.2803,564.35974,705.2823,675.8309,584.43353,631.3139,713.26776,780.30566,564.04407,729.7351,11,720,1280
211.52632,269.23865,0.0,0.0,204.94048,254.42432,0.0,0.0,157.33794,259.18054,137.02942,338.05844,117.13782,356.16302,169.76141,478.8251,157.31905,495.90482,234.6901,486.10202,264.43204,463.362,153.45488,575.08496,120.95706,596.0424,255.61185,720.2843,112.974396,782.01514,261.4954,853.8682,19.757141,947.5202,11,720,1280
635.4474,392.43137,649.0631,379.37183,627.12897,379.976,688.41455,380.75797,627.9551,381.974,720.0,450.77277,623.2712,425.36053,713.8982,512.3045,554.27734,423.59973,0.0,0.0,513.3526,432.94684,720.0,586.8038,656.1199,571.0439,708.46313,681.3805,633.4708,644.1968,707.6873,783.3203,638.4802,737.88586,12,720,1280
245.15445,240.21252,0.0,0.0,237.56152,224.85056,0.0,0.0,184.81937,231.95612,172.63757,321.3786,144.67445,335.28085,197.96338,475.50586,182.6596,468.75137,243.34384,508.4101,254.48425,431.55762,179.56003,551.7077,141.12288,570.30066,274.70657,694.12946,128.37059,759.353,267.85217,838.08264,25.215912,940.18835,12,720,1280
255.8606,233.32156,0.0,0.0,248.54294,217.67218,0.0,0.0,196.17882,222.79965,180.00726,309.86737,153.64125,322.85666,198.91801,463.0373,186.28503,456.99347,247.14532,506.82977,260.86435,437.81638,183.24295,539.7855,145.5472,558.4221,285.452,681.99384,138.81421,748.0383,275.70966,830.54425,32.781494,935.9873,13,720,1280
647.40137,384.5338,661.2226,372.23465,639.854,372.64807,697.8765,373.33807,639.82324,373.34653,720.0,439.4801,629.7774,415.17218,0.0,0.0,558.4873,421.96423,0.0,0.0,543.8756,415.60867,720.0,569.44904,665.18304,557.05853,700.2571,674.21814,655.2407,648.0399,704.3561,762.61084,678.031,735.1185,13,720,1280
264.7648,227.08267,269.9339,213.95132,255.14905,212.2479,0.0,0.0,209.16391,221.889,204.12918,309.2995,169.37592,318.87244,209.52988,456.04852,183.67966,443.94266,257.0071,516.1581,266.0939,444.73276,191.27899,533.51135,149.39145,549.95825,291.94183,682.2999,145.66394,742.50476,282.44885,829.74805,44.073364,925.965,14,720,1280
656.024,376.85315,670.18854,365.76602,652.165,364.6286,709.31274,368.18396,657.45953,363.53473,720.0,432.92053,650.5487,410.48376,0.0,0.0,587.2249,407.8593,0.0,0.0,569.24744,406.91125,0.0,0.0,690.4592,554.27234,718.5557,673.4283,693.8838,656.8687,0.0,0.0,708.2171,760.381,14,720,1280
279.22565,226.49649,282.7085,213.74707,269.40988,212.01889,0.0,0.0,219.80185,221.8103,213.21344,309.48453,179.07141,317.96487,218.82994,454.07,192.17773,440.12482,266.68732,513.7665,271.55838,448.07202,205.16309,532.7759,164.2727,548.4353,300.09326,681.252,157.64822,738.8255,289.27747,822.41003,55.31082,914.1188,15,720,1280
667.30646,369.4051,681.87384,357.33774,662.13837,356.35864,0.0,0.0,665.3675,356.40463,0.0,0.0,657.47345,412.5617,0.0,0.0,588.04285,420.40283,0.0,0.0,570.6083,398.7396,0.0,0.0,699.25665,575.8639,0.0,0.0,714.49603,683.13464,0.0,0.0,0.0,0.0,15,720,1280
284.90756,240.3948,0.0,0.0,279.5088,225.22711,0.0,0.0,232.83258,230.8482,214.5301,315.1169,189.99042,323.31354,220.3724,463.77783,206.3289,449.13663,269.44122,521.8667,278.08218,449.0075,220.46846,536.0008,185.52739,549.22375,309.51154,688.0255,162.90936,736.23566,298.51486,823.81726,62.750854,904.28143,16,720,1280
681.8334,358.59174,695.5345,345.50934,675.01135,344.5522,0.0,0.0,674.966,344.72562,0.0,0.0,669.0019,401.55472,0.0,0.0,593.2416,407.71448,0.0,0.0,586.4252,383.5063,0.0,0.0,714.738,566.31024,0.0,0.0,720.0,682.67444,0.0,0.0,0.0,0.0,16,720,1280
292.63153,252.05591,0.0,0.0,286.42126,236.31857,0.0,0.0,240.96356,241.15771,222.02228,323.1947,195.95694,336.30365,232.05908,474.0285,211.64357,469.54498,285.8215,526.8572,281.31253,465.94806,226.36601,545.3223,191.08723,559.8873,314.07504,696.1989,173.39604,743.53015,299.9126,819.66943,57.289444,894.6187,17,720,1280
697.93665,346.28595,708.0228,334.17166,691.30273,334.26483,0.0,0.0,689.3191,338.06897,0.0,0.0,669.2559,389.02856,0.0,0.0,592.6799,389.87152,0.0,0.0,632.8962,355.55426,0.0,0.0,706.09845,561.4003,0.0,0.0,720.0,678.34656,0.0,0.0,0.0,0.0,17,720,1280
697.55865,346.52408,708.54803,339.21976,694.2999,336.06335,0.0,0.0,687.41437,338.64893,0.0,0.0,661.33417,382.52817,0.0,0.0,600.41095,380.6941,0.0,0.0,630.3579,357.97165,0.0,0.0,681.33545,520.9227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,720,1280
305.59442,288.28888,0.0,0.0,298.74597,272.5638,0.0,0.0,254.2106,280.97562,233.00671,360.24304,207.71172,376.17395,242.23932,500.1126,210.13869,505.3067,303.06174,538.8554,301.219,493.6693,243.99887,576.5171,210.14827,592.4041,333.5986,717.474,200.06458,764.1035,300.6929,825.8714,63.400345,895.2783,18,720,1280
710.35175,325.04416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.90015,352.1285,696.374,351.01956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.2069,495.9362,701.89764,495.44305,711.63763,640.81696,710.57074,639.6255,0.0,0.0,0.0,0.0,18,720,1280
710.44824,324.0673,717.6008,315.20062,704.9154,315.6389,0.0,0.0,0.0,0.0,713.1625,350.28674,694.197,349.86023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.051,468.83075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,720,1280
310.13937,302.70044,0.0,0.0,304.44968,288.17175,0.0,0.0,261.07388,297.1894,233.34012,369.28683,214.20998,389.2495,239.7912,498.80823,201.7892,521.33167,296.233,551.7057,287.6899,516.3447,238.55402,587.54004,210.6391,604.5496,336.65967,720.87506,200.57405,765.7719,299.53943,838.35474,72.36081,903.353,19,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.51764,358.43457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.4975,507.38647,703.3884,507.05963,711.45654,646.8214,710.4814,646.9117,0.0,0.0,0.0,0.0,19,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.9748,351.6807,0.0,0.0,658.8365,363.43527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,720,1280
310.08102,304.02136,0.0,0.0,301.5848,288.99084,0.0,0.0,252.03406,298.53452,232.07428,374.41794,209.26363,393.73624,233.96085,503.51184,197.43402,525.5007,292.98773,553.1926,285.55548,521.54114,240.50787,595.9129,209.17738,613.69464,337.5409,727.0154,198.83704,775.9855,295.7704,840.26746,70.502075,910.8782,20,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.3437,526.6407,0.0,0.0,716.4034,655.1506,0.0,0.0,0.0,0.0,20,720,1280
299.30124,308.02148,0.0,0.0,291.5516,292.0614,0.0,0.0,248.15259,299.1808,231.90468,374.7184,201.02917,391.51288,239.11206,504.3945,185.9709,519.6881,301.9735,539.2534,283.7036,514.1444,245.04529,590.19916,208.01541,606.8157,334.50604,731.2384,197.39835,779.2777,295.36072,836.8417,54.962082,906.20325,21,720,1280
613.2179,419.89346,617.98157,415.6652,0.0,0.0,629.8341,419.20294,0.0,0.0,645.82587,441.91507,609.3634,447.64655,659.95056,462.5168,0.0,0.0,649.1761,463.8886,0.0,0.0,637.835,506.74963,614.4168,508.01736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,720,1280
291.1372,290.88776,0.0,0.0,283.1535,275.91296,0.0,0.0,239.97406,287.52948,224.14449,363.0249,191.24539,381.08447,225.29694,494.46985,173.36261,505.9575,282.8513,533.27563,271.92432,499.4099,236.6568,574.871,197.84483,591.7981,322.688,720.2724,176.12119,767.5287,297.7764,840.7818,37.321182,906.89734,22,720,1280
613.0676,419.37817,618.0963,415.07083,610.91876,415.57333,629.6213,419.15323,0.0,0.0,644.18665,444.52322,606.7154,447.59677,656.0383,469.9678,0.0,0.0,645.7333,473.4126,0.0,0.0,636.2629,509.23163,612.31244,509.60828,636.6538,557.9504,0.0,0.0,0.0,0.0,0.0,0.0,22,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,720,1280
282.33667,269.21884,0.0,0.0,278.11032,251.86255,0.0,0.0,236.26501,256.06256,211.04945,340.64426,177.7268,350.5343,213.09648,483.42456,157.86942,481.18243,276.9024,527.14624,256.9737,476.92987,222.80473,561.4176,184.60432,575.3892,305.42322,711.8383,152.63602,755.77496,286.6184,838.03284,31.103867,906.1263,23,720,1280
612.97754,419.77344,618.234,415.6949,610.89,415.83878,629.2783,420.21854,0.0,0.0,641.9748,446.8993,605.4246,448.83133,652.039,474.68677,0.0,0.0,644.02057,485.30722,0.0,0.0,633.84705,509.64993,610.0691,509.7635,635.1029,557.7511,0.0,0.0,0.0,0.0,0.0,0.0,23,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.18225,425.31406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.97186,508.17404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,720,1280
270.51245,242.42084,0.0,0.0,263.95035,226.43118,0.0,0.0,218.68317,234.96521,201.45297,320.85822,159.92964,328.17316,198.37495,465.28967,137.9833,456.01367,255.7832,508.74405,245.7431,456.53076,212.07773,547.13556,166.40703,561.8452,292.71887,700.75323,128.29791,750.9523,282.83868,830.31244,12.150665,905.9243,24,720,1280
612.38586,420.55844,617.43335,416.52747,610.1704,416.49658,628.4956,420.31485,0.0,0.0,640.9913,448.09637,602.8136,449.12027,650.3928,477.45407,593.8272,480.12674,637.0906,488.1078,598.20905,492.82104,632.4095,513.86694,607.71497,513.63477,636.14606,560.8569,609.02167,560.217,0.0,0.0,0.0,0.0,24,720,1280
242.37009,216.99524,246.71564,203.52216,235.01862,200.84381,0.0,0.0,184.46896,208.76361,166.31071,301.307,127.66559,306.82047,165.15652,436.2859,106.325775,425.01398,213.48743,478.79218,202.33063,442.94473,170.28024,532.9875,124.109924,550.8941,265.9312,682.3752,94.25117,751.15265,272.50253,840.1828,0.0,949.8208,25,720,1280
610.3451,421.3718,615.2651,417.24637,607.6784,417.3066,625.9534,420.80258,0.0,0.0,638.7042,448.1409,600.211,450.39487,650.1307,473.34668,589.87756,481.24182,635.63696,475.20618,592.58655,493.41226,631.54517,515.83386,606.92267,516.05676,634.4752,564.27356,609.4135,563.9124,635.06335,604.00507,0.0,0.0,25,720,1280
223.01126,216.92203,230.565,204.30124,215.4679,199.97763,0.0,0.0,166.06732,203.92288,158.5909,297.4655,107.298904,301.12848,157.06096,430.26883,90.93428,422.5481,199.06592,491.27606,198.41339,453.5187,159.26053,531.1203,105.28833,548.6455,254.12589,689.11096,77.2063,759.48535,248.38358,849.3695,0.0,964.1948,26,720,1280
609.40045,421.74402,614.2784,417.6697,606.85754,417.69324,624.92957,421.06525,0.0,0.0,637.51953,448.11383,599.75665,450.42032,648.75946,473.06454,589.26654,481.48694,634.1202,473.83673,590.67346,493.64886,629.99084,517.0315,605.71405,517.21814,633.4583,567.4259,607.7748,567.05505,0.0,0.0,0.0,0.0,26,720,1280
206.59753,217.81277,215.18384,206.1128,198.95985,199.85495,0.0,0.0,147.1323,202.81564,139.94882,299.45068,86.077774,303.34332,143.07906,430.45816,71.22638,429.93527,185.60942,493.913,183.41171,456.9487,138.87117,535.898,85.04056,553.85724,238.47012,692.77856,68.67021,764.3615,215.87482,852.687,0.0,970.17004,27,720,1280
607.9952,421.9956,612.8386,418.1102,605.5294,417.9817,623.2772,421.57578,0.0,0.0,635.1471,447.5836,598.7654,449.94864,647.2896,470.21713,588.80475,480.65878,632.89233,467.1771,589.41785,492.97394,626.6408,515.7704,602.9344,515.7944,629.7801,566.2895,602.6324,565.76184,632.2679,606.20435,0.0,0.0,27,720,1280
206.6117,217.81912,215.20749,206.12085,198.97871,199.86102,0.0,0.0,147.17693,202.81216,139.98576,299.4499,86.13311,303.32407,143.08383,430.43878,71.29056,429.88345,185.5915,493.9101,183.45335,456.96826,138.87341,535.9004,85.05198,553.84784,238.46054,692.76654,68.676605,764.3373,215.88593,852.6798,0.0,970.167,28,720,1280
607.9947,421.9943,612.8382,418.10934,605.52905,417.9801,623.27655,421.57654,0.0,0.0,635.14514,447.58273,598.76764,449.94482,647.28973,470.208,588.813,480.6456,632.87537,467.12247,589.44934,492.916,626.63696,515.7689,602.93207,515.79126,629.77466,566.285,602.63214,565.75586,632.2582,606.19617,0.0,0.0,28,720,1280
194.17996,212.27805,0.0,0.0,186.21136,193.75577,0.0,0.0,137.11761,201.05676,137.20482,307.90155,72.299576,303.48816,124.13287,456.0379,56.478683,445.315,166.66974,503.79672,175.01274,454.78326,138.22925,535.61127,80.03868,546.4955,225.20134,689.6489,70.79725,733.9323,178.53644,831.87976,0.0,905.7498,29,720,1280
606.3536,421.36365,611.21094,417.6216,603.85114,417.4287,621.3311,421.5314,0.0,0.0,631.9978,447.18542,597.1947,449.38992,642.96313,469.6744,587.809,480.1246,632.3375,469.12964,586.89026,494.57538,624.1531,512.98914,601.3989,513.01666,626.9061,563.13574,600.03424,562.63995,630.5813,602.9838,0.0,0.0,29,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,720,1280
180.71725,224.8233,0.0,0.0,167.87567,206.35266,0.0,0.0,117.1767,216.3675,139.34991,322.14505,50.127396,319.86688,117.71005,465.33215,35.83392,464.67554,154.76317,507.18292,164.48651,466.7279,126.23851,544.87897,52.68447,556.6289,215.42198,689.7486,64.09303,727.94604,159.50818,834.73584,0.0,896.2056,30,720,1280
604.373,421.71994,609.3118,417.74954,601.3348,417.79712,619.4068,421.40015,0.0,0.0,631.00806,447.0934,594.60187,450.2367,642.94977,470.0519,585.2185,481.97507,632.8634,472.61627,579.9574,500.26016,623.23364,513.3877,599.27954,513.6289,625.43994,563.24475,594.976,562.84467,630.5109,603.6859,597.1279,602.086,30,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,720,1280
169.4141,235.7403,0.0,0.0,155.6352,217.46259,0.0,0.0,102.44293,229.15524,124.20195,335.0709,35.137413,332.75275,107.05939,478.54724,21.014282,476.1579,145.77818,525.5776,155.10872,477.9608,104.329315,555.4803,34.163048,567.0783,201.22705,705.8889,71.85464,742.2104,127.83235,849.9553,0.0,905.3323,31,720,1280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,720,1280
603.16516,422.12152,608.4447,417.78915,599.7908,417.9638,619.1917,421.1738,0.0,0.0,631.1435,447.65363,593.21466,450.8366,642.6531,471.18295,583.30164,481.66666,632.5728,475.57486,575.5414,500.01077,622.67255,513.72925,598.01605,513.91223,624.39124,561.78796,594.1369,561.2668,627.5626,601.81024,0.0,0.0,31,720,1280
149.27878,239.62308,0.0,0.0,139.16156,219.99875,0.0,0.0,81.90642,225.13412,93.405334,332.68585,11.767281,330.03357,89.645096,487.9848,4.4977417,485.8919,116.78371,529.48816,123.94432,475.71417,83.47469,571.8084,20.525742,581.03455,172.11922,742.69965,58.53485,769.68835,101.164604,878.293,0.0,916.57855,32,720,1280
710.42175,341.7386,718.6815,332.83295,704.93677,330.39175,0.0,0.0,0.0,0.0,720.0,374.85742,692.37604,374.54163,0.0,0.0,661.0407,398.6026,0.0,0.0,0.0,0.0,720.0,520.19495,706.3587,519.7445,0.0,0.0,715.3884,652.2229,0.0,0.0,0.0,0.0,32,720,1280
143.90439,222.18643,0.0,0.0,132.60213,204.43463,0.0,0.0,78.11288,215.40839,95.548225,320.66016,10.692429,321.40335,93.22499,470.5448,0.0,470.94763,113.93939,518.57574,117.20967,472.30646,83.43874,560.6508,19.325829,570.64,164.05782,735.22363,56.846863,761.557,102.70043,873.24805,0.0,905.303,33,720,1280
