nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,frame_no,frame_width,frame_height
206.03804,325.85016,0.0,0.0,197.9687,310.79785,0.0,0.0,146.8794,312.5942,138.53009,387.53848,108.48445,399.8154,172.29732,501.1821,161.82716,520.9648,210.54272,451.1625,225.12563,453.51428,129.17917,612.37665,88.73509,629.2908,243.13498,747.24567,105.464005,810.361,229.76062,874.4918,13.080841,983.0595,95,720,1280
568.0012,434.79822,571.47485,430.8932,0.0,0.0,580.27203,435.28925,0.0,0.0,580.965,461.9901,580.976,460.96512,582.5288,487.543,0.0,0.0,579.45044,484.73718,0.0,0.0,575.8714,530.6617,575.72144,529.59265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,720,1280
436.68683,463.15405,446.08478,450.16028,428.4845,452.88248,478.56415,448.1184,0.0,0.0,531.4264,497.85278,433.5803,491.53073,551.5555,569.1314,371.6948,507.57312,515.3233,606.57715,354.04843,495.15997,544.29504,612.789,467.4601,606.4708,573.19366,696.00476,385.87177,684.22864,598.4484,799.0912,326.4739,774.96,96,720,1280
218.58594,339.3142,0.0,0.0,211.8778,323.66895,0.0,0.0,163.31908,317.079,152.77722,385.16064,118.291046,396.0444,188.22542,505.40155,170.91321,523.6801,223.34006,456.66467,237.81479,453.67407,134.84024,613.614,91.91289,630.14087,253.13336,749.30414,113.399414,813.48517,232.01254,872.87036,15.014221,984.7424,96,720,1280
575.1337,434.47845,579.9155,430.5506,572.60156,430.80737,590.17993,433.72446,0.0,0.0,603.1875,458.08835,567.54675,461.7652,615.1609,481.874,560.1428,491.79828,602.8795,490.7123,562.8114,511.44742,595.9629,520.9237,572.82556,521.5695,594.94965,567.59607,570.3225,567.7236,595.0312,606.2311,0.0,0.0,96,720,1280
409.72626,464.0766,419.3382,450.408,404.07343,453.2003,456.8174,448.86554,0.0,0.0,515.71265,500.73602,411.5453,495.25775,549.80994,564.4933,346.83093,501.13147,526.556,611.0792,360.3603,470.5304,535.2754,615.4319,455.87057,611.212,569.92615,690.44836,383.54584,687.2354,594.31824,799.97614,328.98773,786.4475,97,720,1280
231.49371,343.94974,0.0,0.0,223.82846,329.22095,0.0,0.0,174.9399,326.18686,167.24478,393.74084,130.62411,403.3516,205.25616,509.75177,188.48232,522.7124,230.48605,460.80634,244.74048,450.70856,138.04956,617.81396,93.10135,633.1036,263.1972,748.9616,124.25134,811.8188,236.50974,871.44434,16.779053,981.2394,97,720,1280
581.0812,433.4044,584.9984,429.2824,578.64844,429.8268,594.6542,432.8026,0.0,0.0,608.57104,460.1501,573.04645,462.59,617.2405,494.8401,564.6396,499.49197,601.71484,518.7125,566.217,527.3024,601.5239,532.6374,578.91956,532.83624,597.2512,580.61176,572.9629,580.75006,0.0,0.0,0.0,0.0,97,720,1280
371.02948,453.15027,379.93414,441.4129,363.71796,443.58673,408.252,443.12457,0.0,0.0,468.63397,484.28232,362.95404,490.54468,528.0523,523.30396,320.5116,499.44263,556.5382,575.34717,314.8578,468.97748,511.29626,609.27405,428.41974,610.56744,558.34375,686.5162,351.1143,669.89355,618.70514,812.85046,332.19513,769.6377,98,720,1280
244.79367,361.59113,0.0,0.0,239.74344,346.02112,0.0,0.0,191.5239,339.87088,168.21939,407.53604,144.49588,414.1317,210.3865,525.0364,211.80792,533.00183,241.10162,458.30435,257.6171,440.22495,135.98645,632.82355,98.16772,646.91406,276.083,755.8004,136.72694,818.505,241.6065,872.7001,23.323517,988.1918,98,720,1280
594.1607,432.98126,598.949,428.83704,590.73145,429.1831,607.95886,431.3151,586.6511,432.94446,621.9659,455.3242,579.8295,461.4303,638.04944,476.494,571.43823,496.2895,619.80945,479.5305,574.9231,522.65906,615.23676,527.3292,587.711,529.0344,616.84766,577.63055,0.0,0.0,0.0,0.0,0.0,0.0,98,720,1280
349.743,448.80823,357.81903,439.12366,346.6528,439.32117,384.08362,443.52313,0.0,0.0,444.14233,480.20428,342.05365,485.7622,509.76038,513.3412,310.21194,502.13977,553.2917,558.0562,314.62555,466.80164,491.45825,607.04694,409.18097,609.6715,558.25165,688.1147,341.18042,671.6663,624.6154,807.58014,327.71423,767.9551,99,720,1280
245.81705,366.53806,0.0,0.0,242.74521,350.89465,0.0,0.0,195.46078,343.23444,160.5257,407.77792,147.898,417.6906,205.55176,523.5554,218.73181,536.38635,241.15814,463.15103,258.28314,443.25827,131.44902,637.7043,100.0718,653.5499,275.02795,762.5429,133.26193,830.3922,246.23395,876.64166,23.202133,1001.88416,99,720,1280
598.26917,429.71716,602.9584,425.37872,595.04065,425.69043,613.1556,428.3102,0.0,0.0,626.3581,453.96808,587.0306,459.5499,642.8363,475.33066,579.69403,495.31592,628.7657,476.30164,582.4929,518.6328,619.58856,525.35535,593.8519,526.8314,621.67236,574.8406,591.6333,575.6549,623.24164,614.2962,594.74445,614.374,99,720,1280
597.82153,430.74884,602.8446,425.90967,594.141,426.51105,613.4937,428.46063,0.0,0.0,629.1231,454.49606,587.11,460.60803,645.30994,476.84363,576.22437,494.9587,626.2318,476.08865,578.3437,516.5947,622.4956,526.2998,593.0437,527.5558,631.391,577.4474,581.4904,577.54706,637.3625,623.1255,578.0449,622.16595,99,720,1280
348.77438,449.68362,356.13098,438.7166,342.0755,440.9378,375.71133,440.21182,0.0,0.0,428.93027,473.1662,326.2599,480.44336,496.46533,505.37585,291.784,498.91675,546.95886,539.31934,302.81226,470.1366,486.38046,598.59784,402.57306,605.6673,551.0633,681.8544,334.51868,678.5471,639.34454,791.2221,335.81387,772.81604,100,720,1280
243.7879,370.3698,0.0,0.0,239.87076,355.20123,0.0,0.0,190.82335,347.02563,157.95027,407.17914,145.12224,420.9634,203.83183,524.6917,218.32219,540.3222,239.79428,467.82074,257.82098,446.0927,131.72015,641.7799,99.477264,659.61304,270.65295,771.8443,125.79584,844.10864,249.74063,880.72595,17.37764,1009.8457,100,720,1280
605.1179,429.48804,609.90967,425.20358,601.9416,425.27582,620.3293,428.50174,0.0,0.0,632.919,454.36304,594.7055,457.52615,648.74866,475.24362,587.9615,488.31244,631.9981,471.5498,593.98004,501.56287,623.5058,523.2406,597.6956,523.4061,626.9958,570.2634,592.4202,569.8499,627.68414,609.337,591.613,608.00183,100,720,1280
239.68924,376.83966,0.0,0.0,235.84543,361.49866,0.0,0.0,187.57909,350.6825,157.7777,410.47772,140.95743,422.46606,207.82147,530.3255,216.77788,542.8538,247.59332,472.3237,259.67245,449.3548,129.95029,648.04193,94.5459,665.8044,268.25763,778.2037,118.12929,852.59656,251.9852,883.06226,12.90387,1016.5945,101,720,1280
333.77087,447.27777,342.56476,434.71216,327.41888,438.42728,366.28333,434.72775,0.0,0.0,421.59964,468.5802,317.74884,482.99063,493.40863,498.6132,273.83722,506.57428,532.62396,521.8885,255.03711,481.71957,473.7394,598.9619,390.56943,608.61755,536.4644,672.7583,327.91684,677.3212,633.6609,781.3988,339.49084,777.3392,101,720,1280
610.11316,430.22388,614.9478,425.9269,607.44446,426.08398,626.10706,428.78137,0.0,0.0,639.6919,454.64944,600.3386,457.58112,653.3137,479.16486,592.94824,489.66226,635.5482,480.5982,600.40466,503.9994,630.9103,523.64166,604.5316,523.8219,635.8062,570.15704,601.0537,569.6849,637.2071,610.82495,603.7651,609.3362,101,720,1280
235.55276,372.09253,0.0,0.0,231.5029,356.6928,0.0,0.0,183.12917,347.88165,154.79253,411.7526,136.36592,422.1248,205.60455,532.71344,216.14929,541.12683,243.48724,474.46854,258.40356,446.84125,123.75578,650.83527,86.90207,667.9414,264.66776,783.28766,113.9841,857.0183,250.11383,888.9189,11.188004,1022.54736,102,720,1280
328.35687,441.22623,338.02283,428.27432,320.82785,432.423,361.10706,429.3666,316.82083,436.73633,413.03015,465.84235,306.6756,479.76617,490.74658,493.5804,270.59573,498.5053,529.1084,513.2258,275.79633,467.10434,461.3214,595.2502,376.9908,606.8714,525.7598,663.6831,323.2035,678.2997,617.9351,768.5597,338.12567,780.4493,102,720,1280
614.9468,427.40692,619.7545,423.3326,611.7551,423.7043,629.91223,427.6093,0.0,0.0,644.24176,454.47095,605.084,458.05978,658.6031,480.09055,597.66864,489.61456,643.2894,483.46698,601.07,502.30847,637.65265,523.4685,612.90875,524.2729,637.8617,569.48694,613.51086,569.957,636.518,611.3229,620.5044,610.82697,102,720,1280
228.96884,370.58893,0.0,0.0,225.6189,354.5008,0.0,0.0,177.90698,344.4148,149.08289,410.28906,129.65463,420.90558,201.32315,524.49677,209.87524,535.99097,239.83942,474.11914,252.86926,445.2258,115.46701,651.0577,77.97403,668.6134,261.5613,783.8892,108.11557,859.466,248.86258,892.3518,11.150467,1030.6047,103,720,1280
320.714,433.4034,331.09064,420.58737,313.0402,423.9048,353.9408,420.5944,0.0,0.0,398.61804,460.1428,292.66974,478.90292,467.97745,479.10626,250.21063,500.69705,492.70496,480.95856,258.98627,459.01315,445.2238,593.4962,365.77444,608.6579,512.10046,657.6146,330.17535,682.2109,591.1052,750.25995,349.3133,777.6689,103,720,1280
620.1711,427.32104,625.2482,423.4538,617.56573,423.41766,635.25256,427.03964,0.0,0.0,648.7894,451.97125,609.40045,455.57883,664.2204,473.70505,602.0164,485.3974,650.5274,474.9315,605.1299,498.73727,642.6585,519.22064,616.9878,520.15234,647.24585,566.6177,619.2447,567.0628,650.72546,606.03925,625.8098,605.2531,103,720,1280
216.47702,369.15564,0.0,0.0,213.72896,353.14676,0.0,0.0,166.3187,342.52588,135.21605,408.453,119.92758,418.33002,197.57307,522.0827,206.27179,529.66016,235.49014,473.63785,244.30627,438.12814,106.36514,653.3367,71.822655,671.1197,257.40118,785.1969,106.57117,861.5613,251.23206,895.6577,13.037643,1034.8708,104,720,1280
315.85593,421.6856,327.79068,408.95062,308.93115,411.04422,351.96222,407.82898,0.0,0.0,398.2216,448.69727,287.37894,464.57764,473.19638,474.37085,247.86575,497.9554,458.09015,458.4613,263.75528,477.85815,438.91083,586.9417,357.50885,600.77386,496.17224,650.7932,329.07635,684.3986,559.7695,731.1083,351.17606,779.3632,104,720,1280
626.1194,427.23306,631.0578,423.3637,623.35474,423.3062,640.5582,426.71286,0.0,0.0,653.9414,451.61087,614.2389,455.00858,669.9157,473.19305,606.3159,484.27936,654.46967,476.75397,608.4941,499.7896,647.4733,519.0915,621.9082,519.97754,651.25543,566.0454,625.6681,566.42004,653.18164,606.29504,0.0,0.0,104,720,1280
209.25172,365.67957,0.0,0.0,202.63376,346.9035,0.0,0.0,145.14236,335.95044,107.78247,408.24844,106.08443,419.3067,179.7988,512.0754,204.26984,531.05176,225.12785,452.41162,245.33774,443.45667,95.26518,665.1367,66.37754,684.9162,266.87213,791.3034,117.71037,866.3656,245.8826,899.3756,4.4950256,1029.1311,105,720,1280
315.29504,396.091,327.45068,384.85788,306.49738,387.47443,350.01102,383.2821,0.0,0.0,393.1203,422.7732,288.18683,447.5151,462.9829,452.7234,274.23047,512.7549,419.51492,436.02893,288.1827,543.6813,417.62848,564.46155,344.23172,577.89636,456.17737,646.00336,334.54587,679.5544,496.41125,725.79694,358.459,778.05566,105,720,1280
635.49976,425.98917,640.4057,421.83267,633.0905,421.84302,651.60474,425.15567,0.0,0.0,665.1106,451.4676,627.8388,455.20914,680.8511,473.15994,618.7365,488.35776,667.4531,473.6665,616.63153,508.8902,657.1901,521.6804,632.99756,522.1293,659.7388,568.68695,630.9634,568.4956,664.1364,610.16187,635.93805,608.73535,105,720,1280
203.54532,362.15576,0.0,0.0,197.0263,343.65472,0.0,0.0,139.30687,335.3506,105.65767,411.7802,101.33785,421.94577,181.58716,514.4193,204.6761,531.2595,224.88826,457.12476,249.85345,445.1264,98.10605,669.78326,66.69075,689.6939,268.1501,790.55865,115.26343,867.48663,248.20001,898.22327,3.9274063,1031.1913,106,720,1280
312.8508,384.899,325.0809,373.3649,303.4012,376.3141,348.3744,370.86176,0.0,0.0,393.963,408.77985,287.05884,436.29037,455.25763,438.0782,259.39346,489.52652,395.73465,413.71457,256.118,473.01483,416.87878,557.2194,344.03482,571.2072,444.76227,640.8384,337.32343,677.15625,461.51016,721.2002,353.71024,775.9106,106,720,1280
641.1462,426.95975,646.1246,422.6934,638.7187,422.9024,657.50525,425.70654,0.0,0.0,671.31885,452.5666,632.31055,455.17618,684.78845,478.27087,623.5349,485.8219,672.8019,486.6066,630.5901,500.16968,664.5667,520.77747,639.78564,521.16174,666.917,567.8769,643.01355,567.66,0.0,0.0,0.0,0.0,106,720,1280
315.49475,377.9305,327.45212,366.85983,306.25433,369.78503,350.49487,363.60922,0.0,0.0,394.56,400.1786,290.90845,426.2952,450.38947,431.05896,254.86337,471.26184,386.90634,409.96683,248.01941,438.8131,412.40378,550.1774,343.47437,563.74194,428.10544,633.31696,338.79254,673.0522,425.35864,713.8124,347.51752,773.7285,107,720,1280
195.94647,361.23392,0.0,0.0,190.69958,342.79886,0.0,0.0,137.25809,335.21024,101.458626,413.21735,99.79186,421.54364,179.65817,509.62558,203.39825,524.0657,226.22261,448.64157,249.10034,431.46136,95.45255,669.82404,65.58523,689.1436,271.0192,789.7672,116.14653,865.8803,247.70474,897.69214,3.0603638,1031.6964,107,720,1280
646.80554,424.71347,652.0231,420.75217,644.31256,420.81754,663.24585,425.27362,0.0,0.0,677.6827,452.52353,638.5663,454.5762,691.9628,479.57092,628.2435,485.22058,683.0894,492.37457,627.7029,504.5364,669.9239,520.2272,645.61237,520.25446,670.5426,567.54675,647.4402,567.21136,669.8689,608.35394,654.76025,606.6556,107,720,1280
317.55057,375.3003,329.29453,364.53894,308.63293,367.12146,351.35703,361.73657,0.0,0.0,390.58377,398.4753,293.6126,423.5822,441.90894,428.49887,259.59967,470.19504,375.25647,410.51105,255.38895,442.6908,409.81244,546.0955,345.7635,559.13605,414.8444,629.1353,338.16272,668.23065,412.58,708.8275,352.41373,767.4916,108,720,1280
195.62242,360.6969,0.0,0.0,189.4837,341.995,0.0,0.0,134.60843,335.95123,103.91333,416.40445,98.99246,423.5318,185.40343,507.42627,204.63136,523.19196,228.47731,435.06567,246.71216,425.17386,98.90666,670.983,66.51859,689.4602,271.2121,790.84406,113.53699,865.82227,246.99576,899.9221,0.0,1032.4417,108,720,1280
652.6329,425.13318,657.8245,421.04153,650.21,421.2365,668.75146,424.5436,0.0,0.0,684.2797,450.46396,642.7927,453.9706,700.2536,474.52945,633.2859,483.96338,691.34247,483.10208,0.0,0.0,677.9174,519.1454,651.8532,519.9278,679.69464,567.2354,656.2299,567.47235,0.0,0.0,0.0,0.0,108,720,1280
321.5803,376.58328,332.89856,366.13663,312.28363,368.3553,355.2639,362.35303,303.95505,368.67267,395.95178,399.5909,297.01334,421.12805,437.38565,435.20975,259.2098,471.58652,366.52158,411.27325,253.42795,439.69745,408.14166,545.08386,344.84705,554.5356,401.6911,637.0874,339.56824,665.2261,385.52795,721.87177,351.75778,764.91425,109,720,1280
189.78415,357.16644,0.0,0.0,184.87451,342.31293,0.0,0.0,134.85597,337.2837,110.50232,405.2171,105.76315,413.07053,181.60059,500.93573,201.34311,491.85672,206.6577,442.84525,248.63885,392.19583,112.164246,651.58813,82.60403,671.4805,256.62555,785.40686,107.47272,871.0335,263.6478,906.3457,7.6914825,1052.9744,109,720,1280
661.67224,424.72653,667.2028,420.63586,658.9601,420.46515,678.40656,424.6757,0.0,0.0,693.09,452.50983,649.51337,456.5823,710.2159,472.89996,638.2917,490.24823,698.8256,470.56406,634.5813,513.15106,682.50916,523.3493,655.13727,523.78455,681.94794,566.148,0.0,0.0,0.0,0.0,0.0,0.0,109,720,1280
198.24979,348.41653,0.0,0.0,190.5548,331.24182,0.0,0.0,135.4292,329.13806,113.13829,407.9662,104.57065,416.28534,189.62589,503.90662,209.85219,506.35745,212.90028,458.7215,246.47406,419.35822,116.17691,658.23865,81.80522,676.3952,271.08215,790.59845,112.95264,863.2794,257.52563,905.3815,1.9052048,1028.4677,110,720,1280
325.63663,378.79846,337.26733,368.86267,316.81287,371.1837,359.03223,363.05798,308.44174,370.22714,402.0985,399.3814,300.73077,417.63116,443.64185,450.002,269.88986,471.15265,376.1065,423.1933,262.53992,434.9046,405.58206,549.04645,340.32657,555.51996,390.6536,636.9536,328.79346,663.38055,368.32214,719.9294,337.14746,765.17566,110,720,1280
664.6981,427.6468,670.166,423.3656,662.3787,423.29315,681.96185,426.15405,0.0,0.0,697.5878,450.9935,657.43896,456.24927,713.6888,469.15497,0.0,0.0,696.0939,465.67548,0.0,0.0,690.3957,518.9628,664.7787,519.93494,688.4196,564.0014,662.5836,564.05963,0.0,0.0,0.0,0.0,110,720,1280
334.35852,389.04633,344.80746,378.83328,325.1148,380.37308,365.1665,370.7255,316.42532,375.60593,405.4453,409.62277,304.20877,421.18713,441.5578,465.62955,269.2669,481.25922,379.86307,438.43213,271.8645,452.34613,400.34137,560.5571,337.17575,564.0524,381.1376,652.3764,330.97836,666.6783,362.49316,735.84375,343.94174,758.315,111,720,1280
199.97725,352.27576,0.0,0.0,194.73093,337.27975,0.0,0.0,141.09143,328.35782,118.40439,392.78925,108.51312,401.46378,187.99953,496.90427,202.46971,483.94543,223.6101,442.6876,269.68698,381.974,127.87015,642.00977,95.505844,663.1516,261.3994,777.0823,110.24713,864.88293,266.67902,906.6255,9.862106,1054.2471,111,720,1280
673.5513,425.34042,679.06024,420.65173,670.5121,421.1013,691.6174,423.8903,0.0,0.0,705.94525,452.1983,664.0602,455.57523,717.56506,478.9962,652.91376,488.48178,711.1064,492.1621,657.7885,509.73584,700.86163,521.8406,674.1312,522.47034,703.35345,567.02454,0.0,0.0,0.0,0.0,0.0,0.0,111,720,1280
348.0764,413.59207,358.46768,404.47424,339.72913,405.29898,378.16245,400.239,331.9065,402.52814,407.36172,445.2252,320.01263,442.81354,437.23425,500.87982,280.0339,491.1861,387.7185,472.8001,269.45865,497.4721,389.30307,582.5172,335.42694,579.6492,366.44724,668.552,331.03943,674.04553,359.2306,741.67163,343.36725,756.99634,112,720,1280
195.96402,360.1069,0.0,0.0,187.96104,346.32492,0.0,0.0,139.73105,343.65082,128.03885,393.7524,97.639626,417.8376,186.52243,485.1922,130.3792,521.07056,229.08951,482.44693,242.09824,497.61246,140.06143,633.0554,97.43252,662.0906,273.19293,766.10803,109.903595,860.2512,278.40576,907.9906,0.0,1049.8304,112,720,1280
355.43082,428.51007,366.35977,418.3974,347.24472,419.1835,384.84106,413.04117,337.16418,414.43854,411.1783,459.78528,320.77713,455.98553,439.51913,517.8028,288.46164,504.4166,386.93323,483.24554,278.9002,523.46594,383.38785,594.9109,328.15024,591.4983,362.0614,671.4944,323.8555,675.3662,358.05994,746.4404,340.2543,759.8866,113,720,1280
204.67798,354.39352,0.0,0.0,194.98268,340.84326,0.0,0.0,144.83792,336.02536,133.068,384.4011,114.328094,404.90674,192.54936,473.22775,167.74805,490.2198,232.99295,462.53815,252.25726,456.17203,142.22183,629.7429,106.86896,656.1034,271.05325,769.91785,119.38774,861.00995,278.8541,913.68164,5.2389526,1054.726,113,720,1280
358.3015,435.6216,369.2053,425.65192,349.23874,427.04416,390.75586,422.39304,341.35468,426.13623,413.76617,469.74112,327.57953,463.28345,430.7979,527.72015,283.50876,508.0633,386.8943,483.5358,280.83255,514.3548,383.5425,597.3766,330.08438,593.4856,363.32312,673.1413,327.8609,677.12805,363.35767,743.65454,341.09344,757.27655,114,720,1280
215.17155,354.1996,0.0,0.0,203.77798,341.10284,0.0,0.0,153.11203,340.14215,142.30124,392.55975,127.85147,404.6963,196.14534,476.99283,185.62837,472.37344,225.40265,448.13052,252.32318,424.7682,145.10541,628.5394,113.10956,649.39185,273.6718,770.2612,135.52065,847.7479,277.00916,916.2967,18.013184,1037.8032,114,720,1280
358.28186,435.06967,369.35696,425.03656,348.8577,426.57416,392.08295,422.87808,341.44797,427.1203,414.46753,470.84924,328.78723,465.28033,424.77148,527.82336,283.85886,510.63287,383.4334,480.864,280.1712,510.7964,385.5484,598.31995,332.09775,594.66345,366.96487,676.48315,330.26248,678.6711,365.24628,749.5401,340.82446,759.8372,115,720,1280
227.71098,349.61374,0.0,0.0,221.37086,333.95197,0.0,0.0,167.60327,327.52457,147.99985,401.48703,136.53236,400.0955,224.56944,490.41983,235.09622,471.62372,253.08923,417.15698,246.12286,363.48495,143.41365,640.3624,113.270294,652.1202,284.05286,778.2349,145.24136,838.4494,268.1751,909.5487,39.34398,1020.15845,115,720,1280
356.08963,428.33313,366.84164,418.00217,347.4051,419.69333,386.85547,414.76993,339.13443,418.60556,411.8192,460.2,324.37436,462.17587,424.8321,511.36813,294.3119,511.07562,371.2244,464.40015,280.6385,505.5863,385.79663,598.9758,330.85306,597.35876,372.83734,677.021,330.2161,676.8657,368.38312,759.9113,344.07178,764.46204,116,720,1280
229.42819,351.6298,0.0,0.0,223.79456,335.6097,0.0,0.0,172.03409,327.64423,153.32611,404.7957,134.58273,399.79626,226.96942,501.19513,230.14438,476.09412,256.71277,428.7654,246.15128,367.73215,143.7875,639.6312,111.6942,648.85986,285.79694,783.2684,158.63782,830.2944,270.93048,901.44135,66.52632,991.09265,116,720,1280
350.5222,416.96994,361.2182,406.04596,340.74493,408.77542,382.40347,401.89844,332.32553,408.57138,407.46667,445.2944,323.91284,452.9741,416.75867,495.28003,298.17883,507.8131,364.00775,448.41135,281.0489,505.94095,392.236,585.8104,338.40576,586.6715,381.05566,672.26624,335.53653,673.758,381.76205,756.16473,349.27527,761.4227,117,720,1280
226.97966,356.13483,0.0,0.0,221.59998,339.9695,0.0,0.0,170.9983,329.1553,154.73749,405.20984,131.06372,399.35516,221.82787,510.6233,224.44807,483.65375,255.9317,452.0565,250.62906,387.9367,143.24997,639.0189,110.00189,647.5353,282.83276,783.5333,168.18172,823.94824,268.89398,900.1553,90.53287,979.26025,117,720,1280
221.52347,358.4829,0.0,0.0,217.99413,342.51544,0.0,0.0,169.69302,332.94067,146.08176,407.42606,129.05762,408.37207,208.28264,515.5382,218.32257,506.06628,249.0571,463.67007,256.39536,423.29294,142.20886,646.0158,113.24878,658.7423,285.7879,785.3652,175.66484,836.8995,266.9525,900.6908,100.0159,1000.0016,118,720,1280
330.01367,400.80188,342.22012,390.86813,320.82184,392.19067,368.28653,384.17734,0.0,0.0,393.92828,419.84247,320.21863,433.6955,389.32306,459.23288,304.367,495.4635,326.79297,431.2557,283.14392,486.02213,397.2336,570.53345,346.59857,573.9264,393.41122,666.2647,346.54724,673.0376,386.38177,743.9131,356.6942,759.3617,118,720,1280
217.22147,356.04742,0.0,0.0,213.92278,340.61224,0.0,0.0,167.40591,332.08847,144.10037,401.88162,128.50635,409.469,209.89146,500.9853,223.1824,512.78406,250.08194,457.7269,261.70563,445.5614,138.7439,644.9785,110.00142,660.26965,288.4385,780.9641,174.46867,837.90076,266.8836,898.6968,95.8203,1007.1326,119,720,1280
314.93225,398.64923,327.72614,387.2691,305.99023,390.6573,358.4734,378.29236,0.0,0.0,385.7219,410.79233,315.67496,434.34158,372.5262,450.07962,299.0062,498.10312,308.38547,441.01434,281.09116,489.2448,404.3653,565.7993,353.0468,575.80597,407.0432,657.13416,345.20847,681.1132,407.21017,734.4249,349.47614,773.0502,119,720,1280
208.8974,362.8713,0.0,0.0,205.83434,347.90955,0.0,0.0,162.97253,338.17575,149.18372,407.11008,121.221085,411.75592,223.73726,503.60455,218.93489,511.80255,250.65524,442.82574,252.81708,424.78848,138.13272,651.7509,101.64617,665.849,287.87946,785.3854,172.52702,841.9192,262.07428,897.4397,94.6736,1005.7798,120,720,1280
304.94724,400.75916,316.60095,388.86224,295.2827,393.81152,346.82016,380.16055,0.0,0.0,371.54816,413.52502,314.53778,433.7724,346.8944,457.25134,294.48145,490.77972,272.6499,438.48593,281.9376,483.25937,408.47363,561.5242,361.54123,573.4486,414.06326,647.92096,345.6141,686.376,422.00378,717.5769,335.89307,779.4459,120,720,1280
207.50322,367.41275,0.0,0.0,203.49037,352.42535,0.0,0.0,158.0326,344.1598,146.43108,414.56058,116.86978,417.0795,214.6419,515.5199,207.38892,515.5993,243.56863,449.67557,238.2013,420.6287,135.75885,654.6152,97.565414,668.0375,284.8752,789.4846,166.94841,845.7084,256.93265,896.97455,85.96196,1004.95386,121,720,1280
295.1969,406.56668,306.24432,394.2119,284.76675,399.39822,336.15887,385.54065,284.48352,396.3094,359.4652,419.38696,309.59494,439.5516,330.62573,464.25296,301.88647,506.69168,258.83362,440.19965,296.59863,516.1974,412.2874,564.10803,366.66614,577.0358,426.17224,651.1844,347.12018,691.6843,439.61188,715.4275,329.8386,782.62634,121,720,1280
206.74738,368.1347,0.0,0.0,202.37622,353.15356,0.0,0.0,155.32562,347.64697,138.3354,419.69653,116.57568,423.22803,194.86496,521.99414,201.20956,522.64764,235.74872,489.14832,249.09085,466.6568,130.86462,652.73474,97.95446,666.18304,280.019,790.9625,163.57498,844.11084,253.16437,901.1656,77.46471,1003.90894,122,720,1280
287.03204,414.0218,298.58112,400.804,277.4881,405.338,327.36307,396.0286,0.0,0.0,353.10193,432.69476,298.15405,453.61243,335.02664,482.5166,289.6511,524.13,268.21704,471.96332,277.91125,531.5095,416.26746,574.8551,364.8604,590.434,443.06567,653.7171,340.40524,702.8533,465.60925,716.41156,320.91656,795.0513,122,720,1280
206.19522,366.4579,0.0,0.0,200.7415,352.4018,0.0,0.0,153.07153,351.26962,140.932,421.7785,114.99649,427.9214,200.65186,525.45184,197.99135,522.005,234.27899,472.2484,229.87256,421.5005,131.92168,653.5621,95.749855,668.001,277.51407,790.67334,155.92479,846.7755,248.04184,904.2312,64.87683,1008.1398,123,720,1280
276.2534,426.82602,286.70224,413.92682,266.08093,420.05148,315.4435,406.05682,0.0,0.0,349.62775,435.84943,283.59195,465.4486,338.6146,495.3881,276.63687,537.00415,273.11996,471.83157,263.85965,506.29187,413.53088,573.64166,353.14505,591.9751,461.36023,652.6354,329.41077,700.56714,493.6573,724.86646,309.09937,798.42017,123,720,1280
272.5512,439.3655,282.95685,426.2202,262.0519,431.62048,310.0094,420.19092,0.0,0.0,340.97507,454.2931,275.56586,475.77072,328.57443,517.29407,267.13657,535.08215,271.40027,516.3287,255.42062,504.8409,412.71848,584.55927,351.25323,601.8917,468.9158,667.379,322.8755,711.34845,520.31256,735.8264,309.59607,800.38055,124,720,1280
205.23407,366.581,0.0,0.0,198.48816,353.32654,0.0,0.0,150.36424,354.6374,146.86304,421.4393,112.21947,431.95074,207.21642,509.89526,191.83798,516.877,222.71802,451.52646,215.48564,404.5151,134.86569,657.1842,93.71516,672.72394,271.43225,793.00323,151.31293,851.88324,236.34802,907.39923,59.029434,1011.64465,124,720,1280
196.45688,369.32007,0.0,0.0,189.68867,355.90448,0.0,0.0,143.51582,359.16202,138.3887,433.13336,115.71266,439.6451,201.10782,533.2675,190.82074,526.32306,245.30978,518.82275,234.78546,463.2062,136.36346,662.1861,101.30531,677.4567,273.61816,789.5275,143.88483,853.13654,238.79987,896.38055,36.1761,1009.1099,125,720,1280
258.43958,461.79935,268.32343,448.7612,251.2941,453.53674,298.7213,445.96487,0.0,0.0,343.75513,482.1203,274.002,505.02982,353.23013,540.7944,261.84857,563.47955,280.84412,547.7536,228.74045,554.492,417.5929,608.98193,348.32275,623.5504,504.47327,690.75507,299.2237,725.1451,580.5624,770.8954,272.53214,822.16614,125,720,1280
